transaction_id,amount,hour,detectado_threshold_optimo,rank_importancia,variable,valor_shap
243547,57.73,18.0,1,1,V14,0.1373093141966799
243547,57.73,18.0,1,2,V17,0.0921417006033106
243547,57.73,18.0,1,3,V10,0.0814482537832488
243547,57.73,18.0,1,4,V12,0.07233073205672753
243547,57.73,18.0,1,5,V11,0.03870957834590379
243699,1.0,18.0,1,1,V14,0.13208493616168532
243699,1.0,18.0,1,2,V10,0.0839770709823206
243699,1.0,18.0,1,3,V17,0.06733997457974272
243699,1.0,18.0,1,4,V12,0.06574702048243995
243699,1.0,18.0,1,5,V4,0.06405565876775611
243749,1.0,18.0,1,1,V14,0.12304055629201598
243749,1.0,18.0,1,2,V17,0.08016378807309267
243749,1.0,18.0,1,3,V10,0.07764054010178181
243749,1.0,18.0,1,4,V12,0.0708320121869828
243749,1.0,18.0,1,5,V4,0.057518848548811626
243848,1.0,18.0,1,1,V14,0.1289607442576895
243848,1.0,18.0,1,2,V17,0.08018043485023238
243848,1.0,18.0,1,3,V10,0.07465816375111053
243848,1.0,18.0,1,4,V12,0.07024430862076757
243848,1.0,18.0,1,5,V4,0.056693734151583554
244004,1.0,18.0,1,1,V14,0.13035314298655337
244004,1.0,18.0,1,2,V17,0.07907736370007945
244004,1.0,18.0,1,3,V10,0.07316766069152869
244004,1.0,18.0,1,4,V12,0.07209858437160466
244004,1.0,18.0,1,5,V4,0.05567874228336561
244333,1.0,18.0,1,1,V14,0.13004293868886396
244333,1.0,18.0,1,2,V17,0.08206527971718718
244333,1.0,18.0,1,3,V10,0.07422214553276459
244333,1.0,18.0,1,4,V12,0.07225540319788902
244333,1.0,18.0,1,5,V4,0.058102319656187826
245347,2.47,18.0,0,1,V12,-0.11072426603092486
245347,2.47,18.0,0,2,V10,-0.08548360572333227
245347,2.47,18.0,0,3,V14,-0.08168584880704058
245347,2.47,18.0,0,4,V3,-0.06000372038803631
245347,2.47,18.0,0,5,V4,0.05157302792416552
245556,357.95,18.0,0,1,V12,-0.13183762726771148
245556,357.95,18.0,0,2,V11,-0.0834638656965944
245556,357.95,18.0,0,3,V10,-0.05986751429865928
245556,357.95,18.0,0,4,V4,-0.047479555647248886
245556,357.95,18.0,0,5,V14,0.042979913243087774
247673,247.86,18.0,1,1,V14,-0.10448170610921043
247673,247.86,18.0,1,2,V17,0.09862189449673837
247673,247.86,18.0,1,3,V4,0.05703826670921954
247673,247.86,18.0,1,4,V12,0.05687909436526502
247673,247.86,18.0,1,5,V10,0.05095014321859703
247995,51.37,18.0,1,1,V14,0.15021242067737056
247995,51.37,18.0,1,2,V10,0.09971426795656096
247995,51.37,18.0,1,3,V17,0.07445535227498012
247995,51.37,18.0,1,4,V4,0.06215905137831137
247995,51.37,18.0,1,5,V12,0.054081544541267484
248296,0.0,18.0,1,1,V14,0.16155300734619973
248296,0.0,18.0,1,2,V10,0.12419449950556449
248296,0.0,18.0,1,3,V4,0.09296306530144964
248296,0.0,18.0,1,4,V12,0.0635650384718366
248296,0.0,18.0,1,5,V16,-0.051650658131605305
248971,0.76,18.0,1,1,V12,-0.14725368413609471
248971,0.76,18.0,1,2,V14,0.1443315010528334
248971,0.76,18.0,1,3,V10,0.11985001236946506
248971,0.76,18.0,1,4,V4,-0.08267018863359106
248971,0.76,18.0,1,5,V17,0.05410200999644846
249167,1504.93,18.0,1,1,V14,0.15621318189027408
249167,1504.93,18.0,1,2,V10,0.10743453222212523
249167,1504.93,18.0,1,3,V17,0.06428321489531924
249167,1504.93,18.0,1,4,V4,0.061347259739409674
249167,1504.93,18.0,1,5,V12,0.06053819784999827
249239,1096.99,18.0,0,1,V12,-0.12775296426953323
249239,1096.99,18.0,0,2,V14,-0.10620045694265616
249239,1096.99,18.0,0,3,V17,-0.05988481669002207
249239,1096.99,18.0,0,4,V4,-0.045069209740261344
249239,1096.99,18.0,0,5,V10,-0.04004237681580441
249607,35.0,18.0,1,1,V14,0.13928642004910777
249607,35.0,18.0,1,2,V10,0.09928660892193433
249607,35.0,18.0,1,3,V2,-0.0596847351526931
249607,35.0,18.0,1,4,V12,0.05692102906997844
249607,35.0,18.0,1,5,V4,0.05581851546748772
249828,6.74,18.0,1,1,V14,0.1369030036234306
249828,6.74,18.0,1,2,V10,0.09082912728171388
249828,6.74,18.0,1,3,V17,0.0757719687829096
249828,6.74,18.0,1,4,V4,0.07489625473577452
249828,6.74,18.0,1,5,V12,0.07106764024730759
249963,0.77,18.0,1,1,V14,0.13008266760879475
249963,0.77,18.0,1,2,V10,0.09525057727050756
249963,0.77,18.0,1,3,V4,0.0766799065893194
249963,0.77,18.0,1,4,V12,0.06759553666661183
249963,0.77,18.0,1,5,V17,0.050891859168263984
250761,0.77,19.0,1,1,V14,0.1296514934620222
250761,0.77,19.0,1,2,V10,0.10314095210141527
250761,0.77,19.0,1,3,V4,0.07660476408650041
250761,0.77,19.0,1,4,V12,0.0698820422461583
250761,0.77,19.0,1,5,V11,0.036466427075680055
251477,0.77,19.0,1,1,V14,0.13448562577087358
251477,0.77,19.0,1,2,V10,0.10767945779860036
251477,0.77,19.0,1,3,V4,0.07639048305328339
251477,0.77,19.0,1,4,V12,0.07452070463326722
251477,0.77,19.0,1,5,V11,0.036552898830221975
251866,3.9,19.0,1,1,V14,0.1365793982992279
251866,3.9,19.0,1,2,V10,0.09106413053164529
251866,3.9,19.0,1,3,V17,0.07806526883383264
251866,3.9,19.0,1,4,V12,0.07084285143320365
251866,3.9,19.0,1,5,V4,0.06476621009754592
251881,3.14,19.0,1,1,V10,-0.12379002912197185
251881,3.14,19.0,1,2,V4,0.11675412273528325
251881,3.14,19.0,1,3,V12,-0.11661911198235304
251881,3.14,19.0,1,4,V14,0.07921301253958585
251881,3.14,19.0,1,5,V16,-0.039210758649286595
251891,7.06,19.0,1,1,V10,-0.12039780994678558
251891,7.06,19.0,1,2,V4,0.11129968720092215
251891,7.06,19.0,1,3,V12,-0.09470484634175072
251891,7.06,19.0,1,4,V14,0.08997063995982005
251891,7.06,19.0,1,5,V16,-0.03475475095216084
251904,94.82,19.0,1,1,V14,0.13489472073851458
251904,94.82,19.0,1,2,V10,0.08906895087413969
251904,94.82,19.0,1,3,V17,0.08090960010451716
251904,94.82,19.0,1,4,V12,0.07024871458725607
251904,94.82,19.0,1,5,V4,0.05496114495592151
252124,0.77,19.0,1,1,V14,0.13241403454516495
252124,0.77,19.0,1,2,V10,0.10106513593048594
252124,0.77,19.0,1,3,V4,0.07280004674397371
252124,0.77,19.0,1,4,V12,0.06989894531007468
252124,0.77,19.0,1,5,V17,0.05699337632324332
252774,0.77,19.0,1,1,V14,0.14677246237605387
252774,0.77,19.0,1,2,V10,0.11270555765811296
252774,0.77,19.0,1,3,V4,0.07576385385360226
252774,0.77,19.0,1,4,V12,0.07480167985383321
252774,0.77,19.0,1,5,V17,-0.04941700309878443
254344,187.11,19.0,0,1,V12,-0.11153674341727106
254344,187.11,19.0,0,2,V11,-0.0869205900922058
254344,187.11,19.0,0,3,V4,-0.06537377855329023
254344,187.11,19.0,0,4,V17,-0.038649225741622786
254344,187.11,19.0,0,5,V10,-0.03297423628924466
254395,7.59,19.0,0,1,V11,-0.09867910650755528
254395,7.59,19.0,0,2,V14,-0.08679756561782952
254395,7.59,19.0,0,3,V17,-0.0720846895328139
254395,7.59,19.0,0,4,V10,-0.06700174112792237
254395,7.59,19.0,0,5,V4,0.052001786317682396
255403,4.97,19.0,1,1,V14,0.17003690414094574
255403,4.97,19.0,1,2,V10,0.12737092235814293
255403,4.97,19.0,1,3,V4,0.08636412519560802
255403,4.97,19.0,1,4,V16,-0.05535544075015442
255403,4.97,19.0,1,5,V12,0.05230441628868191
255556,0.77,19.0,1,1,V14,0.1604438052171438
255556,0.77,19.0,1,2,V10,0.12976325540143407
255556,0.77,19.0,1,3,V4,0.09522902400773131
255556,0.77,19.0,1,4,V12,0.05975221004334212
255556,0.77,19.0,1,5,V17,-0.05112346991416491
258403,296.0,20.0,1,1,V12,-0.15173554645964657
258403,296.0,20.0,1,2,V14,0.11535664201066301
258403,296.0,20.0,1,3,V10,0.08307678925198733
258403,296.0,20.0,1,4,V17,0.07872129252656421
258403,296.0,20.0,1,5,V4,0.06428374956225315
261056,45.51,20.0,1,1,V14,0.17443681587131554
261056,45.51,20.0,1,2,V10,0.13499933147374385
261056,45.51,20.0,1,3,V4,0.10046290204818369
261056,45.51,20.0,1,4,V17,-0.07114538824725276
261056,45.51,20.0,1,5,V12,0.059461041475549994
261473,4.9,20.0,1,1,V14,0.13701736930624625
261473,4.9,20.0,1,2,V17,0.1148555209871718
261473,4.9,20.0,1,3,V10,-0.10698299605973542
261473,4.9,20.0,1,4,V12,0.0650675641395455
261473,4.9,20.0,1,5,V11,0.036410574279990386
261925,156.0,20.0,1,1,V14,0.1528193959270474
261925,156.0,20.0,1,2,V17,0.09745027010186974
261925,156.0,20.0,1,3,V10,0.08341263048206872
261925,156.0,20.0,1,4,V4,0.06755122518267054
261925,156.0,20.0,1,5,V12,0.060695425172451606
262560,4.69,20.0,1,1,V14,0.1339372989277651
262560,4.69,20.0,1,2,V10,0.08562754579129436
262560,4.69,20.0,1,3,V17,0.07616916119255891
262560,4.69,20.0,1,4,V4,0.06893924609576002
262560,4.69,20.0,1,5,V12,0.06864865754334012
262826,0.77,20.0,1,1,V14,0.1266125756476692
262826,0.77,20.0,1,2,V10,0.09235837686421713
262826,0.77,20.0,1,3,V4,0.07124867694318295
262826,0.77,20.0,1,4,V12,0.06765390564483999
262826,0.77,20.0,1,5,V17,0.0652243782820298
263080,1.0,20.0,0,1,V11,-0.07762312753021729
263080,1.0,20.0,0,2,V12,-0.0689846529517898
263080,1.0,20.0,0,3,V4,-0.05747569665533634
263080,1.0,20.0,0,4,V10,-0.05629582032691974
263080,1.0,20.0,0,5,V1,-0.028700763310735438
263274,0.77,20.0,1,1,V14,0.1276277222171471
263274,0.77,20.0,1,2,V10,0.09408455677580088
263274,0.77,20.0,1,3,V4,0.06887405223580662
263274,0.77,20.0,1,4,V12,0.06864820140041483
263274,0.77,20.0,1,5,V17,0.06815064547728124
263324,127.14,20.0,1,1,V14,0.12685109946003723
263324,127.14,20.0,1,2,V10,0.09249636657407544
263324,127.14,20.0,1,3,V17,0.09070117512717725
263324,127.14,20.0,1,4,V12,0.0727283072246968
263324,127.14,20.0,1,5,V4,0.05038644333086309
263877,0.38,20.0,1,1,V14,0.1458828600624691
263877,0.38,20.0,1,2,V10,0.09497049920412158
263877,0.38,20.0,1,3,V17,0.092049652043225
263877,0.38,20.0,1,4,V12,0.07940996327682227
263877,0.38,20.0,1,5,V11,0.039838097336577116
268375,39.98,21.0,1,1,V17,0.10396544992716034
268375,39.98,21.0,1,2,V10,0.10236138510388487
268375,39.98,21.0,1,3,V12,0.07446905708610506
268375,39.98,21.0,1,4,V14,0.0705306760816741
268375,39.98,21.0,1,5,V16,0.04010826361231005
272521,12.31,21.0,0,1,V12,-0.1655474553649867
272521,12.31,21.0,0,2,V10,-0.06348751567084022
272521,12.31,21.0,0,3,V4,0.0488818552999438
272521,12.31,21.0,0,4,V17,-0.03812897720296122
272521,12.31,21.0,0,5,V16,-0.03151585313035495
274382,0.0,22.0,0,1,V14,-0.08834654035249309
274382,0.0,22.0,0,2,V11,-0.0849564515073394
274382,0.0,22.0,0,3,V12,-0.08214911961869807
274382,0.0,22.0,0,4,V10,-0.07456332683628009
274382,0.0,22.0,0,5,V4,0.048178271445122794
274475,39.9,22.0,1,1,V14,0.1372477032994501
274475,39.9,22.0,1,2,V10,0.12613161275168705
274475,39.9,22.0,1,3,V4,0.0680253386506893
274475,39.9,22.0,1,4,V12,0.05102076498595628
274475,39.9,22.0,1,5,V17,0.04521139856392177
275992,634.3,22.0,0,1,V10,-0.09075479900763753
275992,634.3,22.0,0,2,V14,-0.07231003425898308
275992,634.3,22.0,0,3,V17,-0.05764138980090749
275992,634.3,22.0,0,4,Amount,0.05754155427483796
275992,634.3,22.0,0,5,V12,-0.051476373172969554
276071,19.95,22.0,0,1,V4,-0.1311150225730852
276071,19.95,22.0,0,2,V12,-0.07129922698761637
276071,19.95,22.0,0,3,V10,-0.05384017149160622
276071,19.95,22.0,0,4,V16,-0.032844948384084194
276071,19.95,22.0,0,5,V17,-0.030892934456950422
276864,349.08,22.0,1,1,V14,0.13342012546164225
276864,349.08,22.0,1,2,V10,0.11377673949798994
276864,349.08,22.0,1,3,V17,0.08329129263843923
276864,349.08,22.0,1,4,V12,0.07195227641872788
276864,349.08,22.0,1,5,V4,0.0665297793765423
279863,390.0,22.0,1,1,V14,0.1486097891940244
279863,390.0,22.0,1,2,V10,0.10168423815702796
279863,390.0,22.0,1,3,V17,0.0932574338184865
279863,390.0,22.0,1,4,V12,0.07379275800223907
279863,390.0,22.0,1,5,V4,0.032414142311687454
280143,0.76,23.0,1,1,V14,0.15277886360239867
280143,0.76,23.0,1,2,V10,0.11161823027569795
280143,0.76,23.0,1,3,V17,0.0820162243053201
280143,0.76,23.0,1,4,V1,-0.062026726201847994
280143,0.76,23.0,1,5,V12,0.051623595727535145
280149,77.89,23.0,1,1,V14,0.1587548722943011
280149,77.89,23.0,1,2,V17,0.12557601626829168
280149,77.89,23.0,1,3,V10,0.12348089773051417
280149,77.89,23.0,1,4,V4,-0.06185256799868076
280149,77.89,23.0,1,5,V12,0.05590385382850815
281144,245.0,23.0,1,1,V14,0.14553336425534255
281144,245.0,23.0,1,2,V17,0.09685769384709057
281144,245.0,23.0,1,3,V10,0.08995832221082908
281144,245.0,23.0,1,4,V12,0.07581726564557842
281144,245.0,23.0,1,5,V4,0.032721725962580855
281674,42.53,23.0,0,1,V12,-0.14435627112955418
281674,42.53,23.0,0,2,V4,-0.07197077158650225
281674,42.53,23.0,0,3,V10,-0.07039394519567897
281674,42.53,23.0,0,4,V14,0.04758016639981815
281674,42.53,23.0,0,5,V17,-0.03802847918573333
